,0,1
285,564,"[u'amin', u'stargardt', u'lacosamid', u'cinacalcet', u'triiodo', u'compound', u'prepar', u'ammonia', u'formula', u'acetamido', u'ranei', u'react', u'tetraaminotoluen', u'mercaptobutano', u'iodixanol', u'hyperfibrinolyt', u'diphenylmethanediamin', u'trimethylcyclohexylamin', u'methoxypropionamid', u'difluoroethylamin', u'2,3,5,6', u'hydrogen', u'imin', u'rasagilin', u'formamid', u'anilin', u'catalyst', u'dihydroxypropyl', u'nitrobenzen', u'tapentadol', u'enamid', u'dihalotoluen', u'haloethan', u'trifluoroacetyl', u'aminoindan', u'pillow', u'reaction', u'butylamin', u'ethylamin', u'alkyl', u'ethyleneamin', u'presenc', u'amid', u'phenyl', u'salt', u'r1', u'r2', u'i', u'dinitrotoluen', u'triethylenetetramin']"
286,76,"[u'hone', u'razor', u'sharpen', u'blade', u'blank', u'shank', u'shave', u'sinter', u'drill', u'cut', u'infiltr', u'knife', u'grind', u'bore', u'earth', u'cutter', u'saw', u'tool', u'steel', u'manufactur', u'bit', u'stock', u'carbid', u'hard', u'harden', u'edg', u'green', u'powder', u'materi', u'bodi', u'rotari', u'strip', u'particl', u'form', u'matrix', u'mold', u'press']"
287,75,"[u'slag', u'or', u'furnac', u'iron', u'hearth', u'leach', u'steelmak', u'smelt', u'briquett', u'laterit', u'fluotitan', u'molten', u'powder', u'prealloi', u'metallurg', u'alloi', u'saprolit', u'arrheniu', u'decarbur', u'ladl', u'bullion', u'pyrometallurg', u'metallotherm', u'ferromanganes', u'metal', u'melt', u'briquet', u'ferronickel', u'limonit', u'nickel', u'ab5', u'titanifer', u'ironmak', u'sinter', u'electroslag', u'carbonac', u'bioleach', u'ferroalloi', u'remelt', u'pig', u'agglomer', u'deoxid', u'smelter', u'tuyer', u'oxid', u'dross', u'eaf', u'bof', u'scrap', u'steel']"
288,74,"[u'gear', u'countershaft', u'shaft', u'clutch', u'rotat', u'gearwheel', u'lever', u'bicycl', u'transmiss', u'pinion', u'shift', u'pedal', u'nut', u'engag', u'handlebar', u'steer', u'gearbox', u'drive', u'actuat', u'robot', u'torqu', u'motor', u'tooth', u'axial', u'backlash', u'mesh', u'idler', u'mechan', u'gearshift', u'member', u'vehicl', u'screw', u'axi', u'worm', u'arm', u'spindl', u'teeth', u'cam', u'revers', u'assembl', u'movabl', u'driven', u'bear', u'forc', u'wheel', u'w_an', u'w_k2', u'w_k1', u'mount', u'fork']"
289,73,"[u'sensor', u'measur', u'corioli', u'transduc', u'ultrason', u'test', u'flowmet', u'pressur', u'sens', u'gaug', u'fluid', u'vibrat', u'detect', u'flow', u'sampl', u'mass', u'gyroscop', u'piezoresist', u'probe', u'meter', u'forc', u'diaphragm', u'mem', u'ga', u'micromechan', u'acoust', u'strain', u'gage', u'acceleromet', u'tire', u'inerti', u'piezoelectr', u'wheatston', u'leak', u'calibr', u'dynamomet', u'wave', u'veloc', u'inspect', u'oscil', u'angular', u'excit', u'photoacoust', u'tube', u'microelectromechan', u'monitor', u'specimen', u'reson', u'ultrasound', u'element']"
290,72,"[u'authent', u'televis', u'malwar', u'access', u'user', u'polici', u'malici', u'content', u'secur', u'request', u'server', u'author', u'credenti', u'network', u'program', u'broadcast', u'inform', u'client', u'password', u'attack', u'comput', u'trust', u'video', u'servic', u'receiv', u'identifi', u'firewal', u'associ', u'system', u'media', u'epg', u'token', u'vulner', u'viewer', u'data', u'store', u'whether', u'unauthor', u'enforc', u'manag', u'stb', u'determin', u'login', u'grant', u'method', u'internet', u'threat', u'permiss', u'tv', u'iptv']"
291,71,"[u'memori', u'execut', u'data', u'comput', u'store', u'program', u'storag', u'code', u'system', u'cach', u'softwar', u'logic', u'manag', u'processor', u'write', u'request', u'access', u'virtual', u'interfac', u'instruct', u'host', u'inform', u'error', u'encrypt', u'perform', u'address', u'associ', u'applic', u'user', u'pariti', u'identifi', u'method', u'determin', u'oper', u'file', u'hardwar', u'read', u'implement', u'process', u'respons', u'receiv', u'written', u'command', u'layout', u'page', u'kei', u'copi', u'embodi', u'updat', u'whether']"
292,70,"[u'system', u'comput', u'data', u'determin', u'inform', u'databas', u'user', u'identifi', u'server', u'associ', u'queri', u'request', u'method', u'base', u'search', u'manag', u'store', u'client', u'network', u'model', u'receiv', u'transact', u'servic', u'program', u'file', u'content', u'calcul', u'purchas', u'item', u'set', u'implement', u'financi', u'custom', u'speech', u'more', u'retriev', u'payment', u'price', u'account', u'vehicl', u'gener', u'access', u'mai', u'execut', u'updat', u'valu', u'respons', u'web', u'list', u'automat']"
293,D8,[]
294,D9,[]
295,D6,[]
296,D7,[]
297,D3,[]
298,661,"[u'knit', u'yarn', u'crochet', u'stitch', u'sinker', u'glove', u'needl', u'weft', u'fabric', u'textil', u'warp', u'cours', u'toe', u'garment', u'footwear', u'stretchabl', u'pile', u'thread', u'machin', u'circular', u'feeder', u'seam', u'moistur', u'loop', u'unitari', u'stretch', u'filament', u'fiber', u'articl', u'wearer']"
299,56 ,"[u'mower', u'lawnmow', u'mow', u'harvest', u'stalk', u'lawn', u'stomper', u'cornstalk', u'feederhous', u'grass', u'trimmer', u'agricultur', u'crop', u'deck', u'stover', u'tractor', u'forag', u'chipper', u'cut', u'header', u'cutter', u'weed', u'blade', u'chop', u'reel', u'swath', u'pto', u'cotton', u'picker', u'aquat', u'ride', u'gang', u'stripper', u'height', u'pivot', u'behind', u'cab', u'rotari', u'counterbal', u'ground', u'wheel', u'veget', u'driven', u'walk', u'rear', u'rotat', u'motor', u'traction', u'auger', u'hydraul']"
300,66 ,"[u'knit', u'sinker', u'yarn', u'needl', u'stitch', u'dial', u'circular', u'machin', u'cylind', u'cam', u'reciproc', u'tubular', u'articl', u'bed', u'doubl', u'rotari', u'motion', u'flat', u'rotat', u'loop', u'18', u'row', u'disk']"
301,54 ,"[u'headplat', u'noseband', u'hors', u'pommel', u'hoof', u'equestrian', u'wither', u'stirrup', u'equin', u'saddl', u'girth', u'western', u'boot', u'rider', u'strap', u'ride', u'heel', u'horn', u'sole', u'rope', u'stitch', u'har', u'wrap', u'attach', u'pad']"
302,540,"[u'ivabradin', u'porphyrin', u'cyclododecanon', u'beckmann', u'dipyrromethan', u'hexaallylhexaazaisowurtzitan', u'hexanitrohexaazaisowurtzitan', u'hallyliw', u'laurolactam', u'meropenem', u'1,4,7', u'bazedoxifen', u'titanylphthalocyanin', u'azetidinon', u'azepin', u'macrocycl', u'15\u03b2', u'16\u03b2', u'phthalocyanin', u'2,3,4,5', u'carbapenem', u'pregn', u'caprolactam', u'formula', u'diazepin', u'lactam', u'drospirenon', u'6\u03b2', u'benzazepin']"
303,546,"[u'compound', u'formula', u'morphinan', u'pharmaceut', u'pyridin', u'salt', u'r1', u'r2', u'r3', u'prepar', u'i', u'diseas', u'substitut', u'montelukast', u'r4', u'esomeprazol', u'yl', u'inhibitor', u'disord', u'pyridinyl', u'phenyl', u'r5', u'quinolin', u'novel', u'methylpyridin', u'omeprazol', u'1h', u'treatment', u'carboxamid', u'piperidin', u'receptor', u'solvat', u'azaadamantan', u'alkaloid', u'pyridyl', u'r6', u'sulfinyl', u'methyl', u'heterocycl', u'invent', u'composit', u'kinas', u'oripavin', u'heteroaryl', u'etexil', u'hexahydroisoquinolin', u'alkyl', u'n', u'aryl', u'rylen']"
304,544,"[u'formula', u'compound', u'pyrimidin', u'yl', u'pharmaceut', u'salt', u'triazin', u'kinas', u'i', u'rosuvastatin', u'r1', u'prepar', u'r2', u'diseas', u'r3', u'quinazolin', u'disord', u'substitut', u'inhibitor', u'pyrrolotriazin', u'entecavir', u'tetrazin', u'piperazin', u'sitagliptin', u'2,4', u'r4', u'phenyl', u'1,3,5', u'pyrimidinyl', u'r5', u'heterocycl', u'efavirenz', u'dihydro', u'methyl', u'pyrrozolotriazin', u'accept', u'pyrazin', u'pyrimidinediamin', u'novel', u'dichloropyrimidin', u'pyrrolocarbazol', u'dichloropyrazin', u'ziprasidon', u'adefovir', u'sulphinyldimethan', u'prokinetin', u'cyclopropylethynyl', u'degranul', u'treatment', u'1,2,4']"
305,8,"[u'seed', u'plant', u'genet', u'soybean', u'transgen', u'introgress', u'trait', u'breed', u'inbr', u'varieti', u'backcross', u'maiz', u'hybrid', u'corn', u'cross', u'cultur', u'mutant', u'pioneer', u'bred', u'inc', u'itself', u'germplasm', u'design', u'progeni', u'music', u'proprietari', u'produc', u'complement', u'anoth', u'deriv', u'wrench', u'minor', u'variant', u'novel', u'cultivar', u'locu', u'tissu', u'gamet', u'guitar', u'hi', u'further', u'transform', u'relat', u'lettuc', u'regener', u'invent', u'part', u'it', u'nativ', u'modif']"
306,548,"[u'formula', u'compound', u'r1', u'prepar', u'cyanin', u'r2', u'i', u'pharmaceut', u'salt', u'alkyl', u'r3', u'1h', u'substitut', u'carben', u'atorvastatin', u'heterocycl', u'r4', u'novel', u'pyrrol', u'thiazolidin', u'benzimidazol', u'bendamustin', u'carbazol', u'alkylpyrazol', u'diseas', u'r5', u'halogen', u'disubstitut', u'pyrazol', u'pyrrolidin', u'cyano', u'pyrrolidinon', u'c1', u'deriv', u'triazol', u'asenapin', u'febuxostat', u'aryl', u'tetracarboxi', u'diiodohydantoin', u'oxepino', u'leukointegrin', u'halobenzyn', u'bedcloth', u'saxagliptin', u'cycliz', u'phenyl', u'luciferin', u'yl', u'difluoromethyl']"
307,549,"[u'furan', u'hydroxymethylfurfur', u'epoxid', u'fdca', u'furfur', u'hmf', u'halichondrin', u'duloxetin', u'compound', u'decarbonyl', u'swaddl', u'naphthyloxi', u'diformylfuran', u'methyltetrahydropyran', u'formula', u'catalyst', u'docetaxel', u'prepar', u'epipodophyllotoxin', u'divinylaren', u'react', u'6ar', u'hexahydrofuro', u'artemisinin', u'nebivolol', u'13\u03b1', u'methylhydroxylaminopropanol', u'lubiproston', u'valerolacton', u'alkyl', u'hydrogen', u'heterocyclylaryl', u'heterocyclyheteroaryl', u'autovaccin', u'dafd', u'furandimethanol', u'methylenedioxybenzen', u'cycloalkylaryl', u'cycloalkylheteroaryl', u'methylenedioxyphenyl', u'reaction', u'2,5', u'taxan', u'lacton', u'benzofuran', u'darunavir', u'butoxycarbonylamino', u'furandicarboxyl', u'cabazitaxel', u'5\u03b2']"
308,68,"[u'tub', u'laundri', u'wash', u'drum', u'cabinet', u'machin', u'sud', u'racer', u'deterg', u'applianc', u'washer', u'water', u'basket', u'steam', u'cloth', u'rotat', u'launder', u'household', u'spin', u'motor', u'dryer', u'door', u'drawer', u'dry', u'rear', u'dehydr', u'vibrat', u'suppli', u'shaft', u'hous', u'heater', u'circul', u'gasket', u'inner', u'lifter', u'bear', u'capac', u'type', u'imbal', u'dispens', u'rins', u'stator', u'instal', u'viscou', u'support', u'sprai', u'insid', u'air', u'treat', u'rib']"
309,12 ,[]
310,994,"[u'cook', u'rotisseri', u'fryer', u'fry', u'food', u'skewer', u'grill', u'griddl', u'steak', u'spit', u'pasta', u'broiler', u'foodstuff', u'steamer', u'roast', u'barbecu', u'cooker', u'pasteur', u'fri', u'vat', u'basket', u'salad', u'oven', u'turkei', u'bun', u'bread', u'kitchen', u'dough', u'curd', u'contactingli', u'chees', u'heat', u'bake', u'onion', u'pan', u'burner', u'meat', u'trai', u'steam', u'juic']"
311,996,"[u'stem', u'belt', u'mechan', u'interior', u'rotat', u'motor', u'toward', u'upper', u'face', u'member', u'dispos', u'substanti', u'product']"
312,993,"[u'toaster', u'cook', u'toast', u'brew', u'grill', u'food', u'beverag', u'coffe', u'popcorn', u'cooker', u'skillet', u'popper', u'froth', u'griddl', u'maker', u'oven', u'espresso', u'roast', u'bast', u'puf', u'bread', u'kettl', u'fry', u'platen', u'steam', u'milk', u'infus', u'dough', u'pan', u'tea', u'pop', u'fryer', u'auger', u'heat', u'dispens', u'foodstuff', u'water', u'lid', u'outlet', u'bake', u'chamber', u'cleanup', u'stir', u'boiler', u'applianc', u'beer', u'tank', u'meat', u'flavor', u'juic']"
313,992,"[u'brew', u'coffe', u'beverag', u'brewer', u'espresso', u'capsul', u'maker', u'dispens', u'pod', u'infus', u'drink', u'tea', u'wort', u'water', u'ingredi', u'percol', u'flavor', u'hot', u'french', u'milk', u'cup', u'drip', u'bean', u'machin', u'basket', u'mug', u'prepar', u'chamber', u'grinder', u'cartridg', u'tamp', u'reservoir', u'liquid', u'froth', u'lid', u'outlet', u'boiler', u'pouch', u'substanc', u'aroma', u'pierc', u'apt', u'quantiti', u'contain', u'filter', u'grind', u'beer', u'heat', u'open', u'piston']"
314,121,"[u'footwear', u'outsol', u'shoe', u'midsol', u'sole', u'insol', u'vulcan', u'stitch', u'articl', u'upper', u'foot', u'waterproof', u'seam', u'unitari', u'rubber', u'extrud', u'thermoplast', u'steam', u'manufactur', u'materi', u'assembl', u'last', u'melt', u'togeth', u'cool', u'custom', u'cut', u'heat', u'fit', u'step', u'bond', u'adher', u'press', u'fabric']"
315,122,"[u'boiler', u'burner', u'flue', u'cfb', u'heater', u'steam', u'feedwat', u'sootblow', u'water', u'superheat', u'combust', u'heat', u'hot', u'lanc', u'tank', u'exchang', u'tube', u'sludg', u'preheat', u'pipe', u'furnac', u'ga', u'flow', u'draft', u'straighten', u'outlet', u'circul', u'temperatur', u'inlet', u'condens', u'exhaust', u'fire', u'chamber', u'blower', u'fuel', u'downstream', u'premix', u'nuclear', u'thermistor', u'air', u'burn', u'flame', u'fluidiz', u'evapor', u'convect', u'gase', u'cool', u'lower', u'wall', u'pump']"
316,123,"[u'combust', u'engin', u'camshaft', u'intak', u'crankshaft', u'cylind', u'valv', u'intern', u'fuel', u'crankcas', u'piston', u'ignit', u'injector', u'exhaust', u'spark', u'phaser', u'cam', u'rocker', u'stroke', u'crank', u'chamber', u'throttl', u'egr', u'inject', u'air', u'passag', u'oil', u'tappet', u'supercharg', u'manifold', u'lash', u'coolant', u'carburetor', u'pressur', u'reciproc', u'pump', u'blowbi', u'ga', u'pcv', u'diesel', u'gasolin', u'shaft', u'recircul', u'rotat', u'variabl', u'starter', u'inlet', u'tank', u'hydraul', u'dead']"
317,124,"[u'archeri', u'bowstr', u'paintbal', u'crossbow', u'bow', u'projectil', u'launcher', u'arrow', u'archer', u'quiver', u'gun', u'cock', u'limb', u'toi', u'slingshot', u'riser', u'fire', u'launch', u'airgun', u'barrel', u'undrawn', u'sear', u'dart', u'breech', u'bullet', u'pullei', u'loader', u'nock', u'drawstr', u'magazin', u'wd', u'bolt', u'trigger', u'dampen', u'throw', u'stirrup', u'releas', u'draw', u'thrower', u'shoot', u'muzzl', u'sight', u'cam', u'marker', u'rearward', u'spring', u'drawn', u'pneumat', u'string', u'ball']"
318,125,"[u'saw', u'stone', u'cut', u'brittl', u'masonri', u'diamond', u'concret', u'abras', u'blade', u'brick', u'workpiec', u'slice', u'ingot', u'slab', u'splash', u'pullei', u'wire', u'carriag', u'tile', u'tool', u'split', u'grind', u'4.0', u'cutter', u'guid', u'wafer', u'straight', u'edg', u'slurri', u'roller', u'tension', u'orbit', u'splitter', u'warp', u'piec', u'grain']"
319,126,"[u'cook', u'solar', u'barbecu', u'burner', u'grill', u'heliostat', u'stove', u'fireplac', u'oven', u'firebox', u'cooktop', u'charcoal', u'collector', u'sunlight', u'heat', u'parabol', u'barbequ', u'sun', u'flame', u'campfir', u'kindl', u'applianc', u'cooker', u'dutch', u'burn', u'simmer', u'air', u'food', u'smoker', u'heater', u'backsplash', u'thermosiphon', u'combust', u'ga', u'chimnei', u'reflector', u'trough', u'tube', u'outdoor', u'energi', u'superheat', u'fuel', u'kitchen', u'inlet', u'absorb', u'convect', u'chamber', u'flameless', u'hearth', u'grate']"
320,127,"[u'cellulos', u'lignocellulos', u'lignin', u'hydrolysi', u'biomass', u'sugar', u'stover', u'recalcitr', u'syrup', u'hydrolyz', u'hemicellulos', u'saccharid', u'starch', u'modest', u'juic', u'saccharif', u'beet', u'feedstock', u'cane', u'pretreat', u'monosaccharid', u'glucos', u'sucros', u'xylos', u'ethanol', u'dissolv', u'clarifi', u'ferment', u'hydrolys', u'enzymat', u'soak', u'slurri', u'c5', u'viabl', u'admix', u'liquor', u'capit', u'carbohydr', u'steam']"
321,128,"[u'breath', u'inhal', u'airwai', u'exhal', u'respiratori', u'cpap', u'mouthpiec', u'patient', u'nasal', u'ventil', u'apnea', u'inspiratori', u'respir', u'breathabl', u'expiratori', u'headgear', u'tracheal', u'snore', u'tracheostomi', u'endotrach', u'nostril', u'trachea', u'nebul', u'mouth', u'inspir', u'ventilatori', u'forehead', u'fallopian', u'tracheotomi', u'pharyng', u'aerosol', u'intub', u'anesthesia', u'mask', u'lung', u'nose', u'nare', u'humidifi', u'dose', u'sleep', u'ga', u'patenc', u'deliv', u'condom', u'pressur', u'mouthguard', u'tube', u'palat', u'peep', u'deliveri']"
322,2,"[u'semiconductor', u'form', u'layer', u'substrat', u'surfac', u'electrod', u'portion', u'side', u'materi', u'have', u'extend', u'insul', u'structur', u'conduct', u'gate', u'open', u'region', u'dispos', u'seat', u'includ', u'mount', u'second', u'first', u'between', u'upper', u'contact', u'packag', u'posit', u'metal', u'connect', u'assembl', u'ha', u'end', u'top', u'bottom', u'support', u'electr', u'member', u'bodi', u'attach', u'drain', u'cover', u'film', u'lower', u'transistor', u'devic', u'pivot', u'manufactur', u'stack', u'chip']"
323,92 ,"[u'rodless', u'piston', u'swash', u'cylind', u'reciproc', u'hydraul', u'eccentr', u'rod', u'wobbl', u'diaphragm', u'displac', u'actuat', u'axial', u'pump', u'hydrostat', u'compressor', u'fluid', u'lockabl', u'axi', u'shaft', u'chamber', u'hous', u'sleev', u'pneumat', u'revolv', u'seal', u'spring', u'plunger', u'longitudin', u'pressur', u'extend', u'compress', u'guid', u'movabl', u'rotat', u'ring', u'crank', u'plate', u'crankshaft', u'29', u'bore', u'pivot', u'radial', u'end', u'yoke', u'movement', u'posit', u'transvers', u'stroke']"
324,414,"[u'unload', u'lift', u'loader', u'truck', u'transport', u'pallet', u'boom', u'load', u'arm', u'conveyor', u'trailer', u'robot', u'move', u'depallet', u'rack', u'scara', u'fork', u'carriag', u'dolli', u'foup', u'cargo', u'loadlock', u'stocker', u'vertic', u'horizont', u'forklift', u'bale', u'transfer', u'pivot', u'winch', u'gripper', u'support', u'gondola', u'hoist', u'movabl', u'agv', u'hai', u'freight', u'pick', u'posit', u'platform', u'handl', u'crane', u'rais', u'vehicl', u'elev', u'ramp', u'hopper', u'dump', u'shelv']"
325,415,"[u'turbin', u'vane', u'impel', u'shroud', u'turbomachin', u'blade', u'airfoil', u'rotor', u'fan', u'compressor', u'radial', u'turbocharg', u'stator', u'axial', u'ga', u'endwal', u'engin', u'flow', u'volut', u'centrifug', u'annular', u'inlet', u'boa', u'air', u'circumferenti', u'cool', u'rotat', u'aft', u'outer', u'case', u'trail', u'turbofan', u'shaft', u'nacel', u'inner', u'extend', u'passag', u'duct', u'ring', u'bear', u'steam', u'seal', u'aerofoil', u'downstream', u'outlet', u'clearanc', u'abrad', u'hous', u'upstream', u'blower']"
326,416,"[u'blade', u'airfoil', u'turbin', u'rotor', u'wind', u'trail', u'root', u'spar', u'hub', u'chord', u'turbomachin', u'aerodynam', u'spanwis', u'chordwis', u'suction', u'dovetail', u'serpentin', u'tip', u'squealer', u'fan', u'radial', u'cool', u'pitch', u'aerofoil', u'lead', u'impel', u'cartesian', u'edg', u'rotorcraft', u'nacel', u'vane', u'bucket', u'propel', u'slashfac', u'rotat', u'\u03b4\u03b2', u'extend', u'aft', u'lightn', u'shroud', u'leeward', u'helicopt', u'axial', u'platform', u'imping', u'axi', u'pressur', u'camber', u'downwind', u'feather']"
327,417,"[u'pump', u'compressor', u'impel', u'piston', u'peristalt', u'motor', u'reciproc', u'fluid', u'valv', u'suction', u'inlet', u'pressur', u'outlet', u'chamber', u'stator', u'fan', u'cylind', u'swash', u'rotor', u'compress', u'hous', u'submers', u'shaft', u'micropump', u'flow', u'refriger', u'driven', u'hydraul', u'pulsat', u'diaphragm', u'discharg', u'downstrok', u'rotat', u'upstrok', u'drive', u'bladeless', u'air', u'axial', u'plunger', u'stroke', u'displac', u'passag', u'sealless', u'sucker', u'swashplat', u'hermet', u'radial', u'port', u'seal', u'suck']"
328,410,"[u'cargo', u'chock', u'restraint', u'intermod', u'tie', u'dunnag', u'railcar', u'restrain', u'strap', u'railroad', u'rollout', u'freight', u'trailer', u'transport', u'atv', u'railwai', u'flatb', u'truck', u'pallet', u'secur', u'load', u'deck', u'wagon', u'fitment', u'inboard', u'winch', u'bed', u'hook', u'rope', u'car', u'down', u'tarp', u'vehicl', u'ship', u'lash', u'lend', u'outboard', u'net', u'rattl', u'fifteen', u'forklift', u'engag', u'monofila', u'pawl', u'lock', u'rail', u'crane', u'clevi', u'tighten', u'support']"
329,411,"[u'nut', u'thread', u'fasten', u'shank', u'screw', u'bolt', u'rivet', u'washer', u'head', u'captiv', u'knurl', u'tighten', u'urgeabl', u'pushpin', u'stud', u'locknut', u'anchor', u'hole', u'flang', u'engag', u'blind', u'countersink', u'extend', u'bore', u'radial', u'axial', u'diamet', u'end', u'lock', u'loosen', u'insert', u'clinch', u'sleev', u'deform', u'taper', u'wrench', u'grommet', u'bodi', u'threadabl', u'friabl', u'screwabl', u'portion', u'tang', u'member', u'outer', u'conic', u'assembl', u'shaft', u'workpiec', u'surfac']"
330,412,"[u'book', u'bookbind', u'brochur', u'spine', u'bind', u'perfect', u'bundl', u'glue', u'sheet', u'adhes', u'bound', u'punch', u'cover', u'block', u'fold', u'binder', u'clamp', u'paper', u'feeder', u'past', u'convei', u'thick', u'print', u'conveyor', u'machin', u'fashion', u'transport', u'perfor', u'case', u'gather', u'press', u'roller', u'back', u'stack', u'align', u'finish', u'signatur', u'appli', u'togeth', u'upstream']"
331,413,"[u'seam', u'fold', u'tool', u'longitudin', u'mean', u'axi', u'panel', u'dure', u'machin', u'upper', u'rotat', u'manufactur', u'engag', u'posit', u'end', u'bodi', u'can', u'integr']"
332,921,"[u'piston', u'cylind', u'reciproc', u'hydraul', u'galleri', u'pump', u'rod', u'plunger', u'sealingli', u'compressor', u'seal', u'bore', u'booster', u'axial', u'chamber', u'fluid', u'boss', u'stroke', u'clearanc', u'outer', u'inner', u'groov', u'annular', u'crankshaft', u'crown', u'hous', u'pressur', u'gasket', u'end', u'shaft', u'circumferenti', u'combust', u'brake', u'pin', u'compress', u'axi', u'between', u'actuat', u'crank', u'bear', u'displac', u'linearli', u'expans', u'wall', u'nut', u'movement', u'pneumat', u'intern', u'bodi', u'longitudin']"
333,418,"[u'scroll', u'compressor', u'orbit', u'gerotor', u'rotor', u'vane', u'pump', u'eccentr', u'oldham', u'rotari', u'chamber', u'suction', u'meshingli', u'addendum', u'compress', u'shaft', u'refriger', u'rotat', u'intermesh', u'discharg', u'oil', u'lubric', u'involut', u'spiral', u'fluid', u'screw', u'stator', u'hous', u'seal', u'lobe', u'pressur', u'bear', u'passag', u'ra2', u'axial', u'inlet', u'radial', u'port', u'revolv', u'ra1', u'inner', u'gear', u'displac', u'outlet', u'outer', u'circumferenti', u'case', u'groov', u'mesh', u'helic']"
334,419,"[u'powder', u'sinter', u'solidu', u'isostat', u'metallurgi', u'alloi', u'metallurg', u'dispersoid', u'consolid', u'intermetal', u'wc', u'densif', u'metal', u'compact', u'sputter', u'carbid', u'billet', u'green', u'hot', u'binder', u'particl', u'tough', u'titanium', u'melt', u'preform', u'fe', u'nanomet', u'iron', u'microstructur', u'temperatur', u'porou', u'form', u'mold', u'press', u'ductil', u'produc', u'nickel', u'solidifi', u'heat', u'vacuum', u'grain', u'dens', u'diamond', u'materi', u'fatigu', u'punch']"
335,318,"[u'motor', u'brushless', u'sensorless', u'pwm', u'invert', u'drive', u'commut', u'current', u'rotor', u'voltag', u'control', u'speed', u'torqu', u'phase', u'ac', u'stator', u'dc', u'emf', u'electromot', u'bemf', u'wind', u'electr', u'power', u'command', u'switch', u'bldc', u'overmodul', u'rotat', u'perman', u'coil', u'circuit', u'output', u'suppli', u'puls', u'microclim', u'ashra', u'valu', u'pmsm', u'signal', u'magnet', u'polyphas', u'machin', u'detect', u'induct', u'rippl', u'convert', u'flux', u'oper', u'duti', u'reluct']"
336,313,"[u'emit', u'electroluminesc', u'spark', u'lamp', u'light', u'phosphor', u'electrod', u'emiss', u'el', u'organ', u'ol', u'bulb', u'layer', u'cathod', u'luminesc', u'pdp', u'blue', u'substrat', u'anod', u'discharg', u'photocathod', u'led', u'displai', u'mercuri', u'diod', u'plug', u'wavelength', u'transpar', u'insul', u'fluoresc', u'incandesc', u'emitt', u'plasma', u'thoriat', u'metal', u'amalgam', u'cl1', u'red', u'green', u'lumiphor', u'dispos', u'halid', u'color', u'pixel', u'nobl', u'white', u'seal', u'form', u'shell', u'lumin']"
337,312,"[u'drawer', u'cabinet', u'refriger', u'furnitur', u'door', u'rail', u'shelf', u'slide', u'applianc', u'slidabl', u'compart', u'rack', u'freezer', u'close', u'front', u'open', u'shelv', u'mount', u'basket', u'bracket', u'pivot', u'enclosur', u'cupboard', u'assembl', u'panel', u'hing', u'movabl', u'member', u'wall', u'guid', u'latch', u'pull', u'engag', u'silverwar', u'side', u'household', u'rear', u'support', u'move', u'storag', u'fix', u'lock', u'disengag', u'posit', u'vertic', u'extend', u'hook', u'bodi', u'attach', u'instal']"
338,310,"[u'stator', u'rotor', u'piezoelectr', u'motor', u'magnet', u'coil', u'pole', u'perman', u'wind', u'electr', u'vibrat', u'yoke', u'core', u'armatur', u'brushless', u'circumferenti', u'dynamoelectr', u'wound', u'machin', u'commut', u'flux', u'shaft', u'axial', u'idt', u'teeth', u'rotat', u'radial', u'salient', u'euler', u'reluct', u'transduc', u'end', u'outer', u'direct', u'arrang', u'reson', u'piezoceram', u'gap', u'42.79', u'lamin', u'inner', u'squirrel', u'excit', u'brush', u'around', u'49.57', u'actuat', u'tooth', u'slot', u'bear']"
339,315,"[u'led', u'dim', u'lamp', u'dimmer', u'ballast', u'light', u'ac', u'voltag', u'current', u'diod', u'emit', u'power', u'circuit', u'rectifi', u'dc', u'switch', u'control', u'triac', u'drive', u'suppli', u'output', u'dimmabl', u'duti', u'driver', u'sourc', u'illumin', u'pwm', u'seri', u'electrodeless', u'bulb', u'puls', u'bright', u'signal', u'fixtur', u'off', u'incandesc', u'constant', u'regul', u'luminair', u'turn', u'string', u'discharg', u'pfc', u'intens', u'convert', u'input', u'inductor', u'fluoresc', u'coupl', u'load']"
340,314,[]
341,832,"[u'78', u'pusher', u'cut', u'saw', u'cutter', u'conveyor', u'slice', u'blade', u'slot', u'retract', u'support', u'push', u'edg', u'feed', u'travel', u'posit', u'later', u'move', u'articl', u'center', u'movabl', u'machin', u'parallel', u'pivot', u'sheet', u'tool']"
342,833,"[u'miter', u'discourag', u'cut', u'blade', u'saw', u'blister', u'anvil', u'attend', u'lengthen', u'uncov', u'cutter', u'encourag', u'tail', u'slice', u'roller', u'rotari', u'impos', u'conserv', u'nip', u'food', u'shorten', u'awai', u'move', u'rotat', u'sheet', u'guard', u'dispens', u'pull', u'transvers', u'circular', u'tension', u'holder', u'dose', u'platform', u'movabl', u'support', u'machin', u'cam', u'wast', u'mechan', u'roll', u'rel', u'clamp', u'paper', u'length', u'elong', u'rod', u'posit']"
343,831,"[u'rive', u'saw', u'punch', u'cut', u'miter', u'knife', u'blade', u'stripper', u'chute', u'cutter', u'workpiec', u'meat', u'die', u'dust', u'movabl', u'tabl', u'bevel', u'reciproc', u'work', u'machin', u'eject', u'support', u'tool', u'ram', u'food', u'mount', u'convey', u'extend', u'strip', u'sheet', u'plate', u'splitter', u'stock', u'cylind', u'slice', u'conveyor', u'upper', u'moveabl', u'web', u'paper', u'push', u'posit', u'edg', u'teach', u'board']"
