,0,1
144,149,"[u'aminotetrazol', u'energet', u'anfo', u'perchlor', u'explos', u'bipropel', u'hypergol', u'nitrocellulos', u'rdx', u'bitetrazol', u'nanoenerget', u'hmx', u'dmaz', u'dimethylaminoethylazid', u'pyrotechn', u'chlorat', u'styphnat', u'trinitrotoluen', u'nitrat', u'celluloid', u'nitroglycerin', u'dinitr', u'tetroxid', u'thermit', u'ordnanc', u'munit', u'ignit', u'azid']"
145,14 ,"[u'ramp', u'gangwai', u'girder', u'pier', u'alight', u'stow', u'deck', u'bridg', u'disembark', u'counterbal', u'handrail', u'dock', u'sidewalk', u'precast', u'deploi', u'rung', u'cope', u'concret', u'span', u'rais', u'walkwai', u'superstructur', u'curb', u'truss', u'grout', u'support', u'pivot', u'passeng', u'prefabr', u'platform', u'construct', u'truck', u'wheelchair', u'deploy', u'reciproc', u'assembl', u'lip', u'trailer', u'instal', u'cast', u'ship', u'erect', u'pedestrian', u'lower', u'lift', u'arcuat', u'outboard', u'horizont', u'airplan', u'unload']"
146,68 ,"[u'laundri', u'tub', u'wash', u'drum', u'cabinet', u'machin', u'racer', u'deterg', u'sud', u'steam', u'water', u'applianc', u'cloth', u'washer', u'basket', u'launder', u'rotat', u'drawer', u'spin', u'dry', u'motor', u'household', u'vibrat', u'suppli', u'heater', u'capac', u'dryer', u'gasket', u'imbal', u'viscou', u'shaft', u'dehydr', u'dispens', u'type', u'rear', u'rins', u'balanc', u'circul', u'hous', u'sprai', u'air', u'support', u'treat', u'suspens', u'instal', u'clean', u'door', u'59', u'entranc', u'exterior']"
147,682,"[u'tub', u'wash', u'overflow', u'laundri', u'hose', u'machin', u'water', u'steam', u'applianc', u'reservoir', u'passag', u'plastic', u'fit', u'fabric', u'easili', u'pass', u'pair', u'drain', u'fasten', u'through', u'case', u'discharg', u'open', u'port', u'suppli', u'surround']"
148,49 ,"[u'louvr', u'jalousi', u'louver', u'stile', u'shutter', u'hurrican', u'door', u'awn', u'close', u'unison', u'jamb', u'open', u'barrier', u'passagewai', u'frame', u'pivot', u'hing', u'gate', u'pinch', u'confront', u'entranc', u'movement', u'obstruct', u'window', u'obstacl', u'posit', u'mount', u'weather', u'horizont', u'rotat', u'arm', u'closur', u'engag', u'assembl', u'egress', u'motor', u'rectangular', u'lock', u'when']"
149,132,"[u'floss', u'hair', u'eyelash', u'mascara', u'hairstyl', u'eyebrow', u'messi', u'toothpick', u'nail', u'bristl', u'wig', u'ponytail', u'flosser', u'cosmet', u'brush', u'frv', u'comb', u'hairpiec', u'style', u'makeup', u'haircut', u'fuller', u'vermillion', u'interdent', u'dental', u'curl', u'fingernail', u'curler', u'strand', u'entwin', u'teeth', u'hairlin', u'scalp', u'manicur', u'sifter', u'lice', u'eyelid', u'perm', u'eyelin', u'puff', u'hairbrush', u'groom', u'clipper', u'toothpast', u'mouthwash', u'clam', u'stencil', u'handl', u'hygien', u'nit']"
150,131,"[u'tobacco', u'cigarett', u'smoke', u'cigar', u'smokabl', u'smokeless', u'hookah', u'smoker', u'mainstream', u'snuff', u'flavor', u'wrapper', u'burlei', u'procliv', u'tsna', u'mouthpiec', u'puff', u'ashtrai', u'gravur', u'aerosol', u'nicotin', u'nitrosamin', u'articl', u'your', u'inhal', u'mouth', u'moist', u'menthol', u'paper', u'lit', u'pouch', u'bowl', u'cessat', u'filter', u'filler', u'rod', u'wrap', u'botan', u'oral', u'tar', u'sorbent', u'glycerin']"
151,137,"[u'valv', u'faucet', u'fluid', u'flow', u'inlet', u'outlet', u'pressur', u'poppet', u'hydrant', u'close', u'open', u'solenoid', u'seat', u'tank', u'passag', u'seal', u'port', u'relief', u'pipe', u'hous', u'bodi', u'vent', u'actuat', u'chamber', u'regul', u'spool', u'diaphragm', u'backflow', u'water', u'conduit', u'orific', u'bonnet', u'piston', u'hydraul', u'shutoff', u'bore', u'shut', u'posit', u'through', u'spring', u'assembl', u'plumb', u'movabl', u'ga', u'control', u'connect', u'waterwai', u'hose', u'between', u'suppli']"
152,136,"[u'solar', u'photovolta', u'thermoelectr', u'cell', u'photoelectr', u'multijunct', u'pv', u'seebeck', u'amtec', u'photoelectrod', u'sunlight', u'convers', u'subcel', u'cpv', u'layer', u'transpar', u'tco', u'junction', u'dye', u'superstr', u'conduct', u'p', u'substrat', u'photoact', u'electr', u'electrod', u'thermophotovolta', u'heterojunct', u'enorm', u'thin', u'energi', u'film', u'semiconductor', u'tellurid', u'effici', u'cadmium', u'dope', u'absorb', u'collector', u'emitt', u'materi', u'dssc', u'n', u'bandgap']"
153,135,"[u'umbrella', u'crutch', u'canopi', u'tent', u'shelter', u'walker', u'cane', u'awn', u'hike', u'suspenedli', u'walk', u'parasol', u'trek', u'sunshad', u'collaps', u'suspendedli', u'pole', u'stretcher', u'runner', u'nordic', u'hunt', u'telescop', u'rain', u'leg', u'outdoor', u'truss', u'unfold', u'patio', u'shade', u'451', u'eav', u'camper', u'fold', u'stick', u'blind', u'windi', u'roof', u'rib', u'support', u'foldabl', u'sat', u'erect', u'hunter', u'foot', u'frame', u'pivot', u'unstress', u'ground', u'rainwat', u'sun']"
154,134,"[u'dishwash', u'clean', u'wash', u'rins', u'warewash', u'tub', u'sprai', u'dish', u'dehydrat', u'ware', u'deterg', u'water', u'washwar', u'liquid', u'megason', u'sump', u'fluid', u'descal', u'nozzl', u'diw', u'remov', u'dry', u'chamber', u'thermophoret', u'contamin', u'tank', u'dishwar', u'carwash', u'deioniz', u'washer', u'tripolyphosph', u'wafer', u'ethoxyl', u'domest', u'ipa', u'crockeri', u'solut', u'suppli', u'pump', u'debri', u'surfac', u'applianc', u'disinfect', u'household', u'dispens', u'soak']"
155,494,"[u'centrifug', u'door', u'prp', u'weatherstrip', u'sash', u'jamb', u'doorjamb', u'weather', u'sill', u'umbilicu', u'entrywai', u'doorwai', u'seal', u'rotor', u'bowl', u'ppp', u'lip', u'protrudingli', u'window', u'strip', u'platelet', u'decant', u'trim', u'weir', u'epdm', u'separ', u'interior', u'open', u'slide', u'u', u'blood', u'glass', u'rotat', u'drum', u'flang', u'extend', u'wall', u'frame', u'inner', u'exterior', u'mount', u'pane', u'assembl', u'rail', u'outer', u'hung', u'edg', u'vertic', u'panel', u'close']"
156,139,"[u'weav', u'weft', u'loom', u'heddl', u'yarn', u'warp', u'interwoven', u'leno', u'woven', u'sailcloth', u'terri', u'cmd', u'shed', u'frai', u'papermak', u'multifila', u'interweav', u'fabric', u'textil', u'rug', u'md', u'reed', u'cotton', u'thread', u'pile', u'tuft', u'interlac', u'junctur', u'mostli', u'cloth', u'knit', u'carpet', u'plain', u'1.8', u'machin']"
157,138,"[u'pipe', u'hose', u'spoolabl', u'sewer', u'tube', u'corrug', u'conduit', u'inner', u'liner', u'tubular', u'fluid', u'bellow', u'restrictor', u'manhol', u'outer', u'flexibl', u'duct', u'seal', u'pipelin', u'reinforc', u'pressur', u'wall', u'rehabilit', u'plumb', u'braid', u'helic', u'hydroform', u'repair', u'downspout', u'longitudin', u'end', u'accumul', u'diamet', u'wound', u'flow', u'materi', u'axial', u'annular', u'sleev', u'plug', u'ductwork', u'scrim', u'flang', u'jacket', u'corros']"
158,492,"[u'casement', u'sash', u'roller', u'epichlorohydrin', u'door', u'roll', u'rubber', u'shaft', u'window', u'slide', u'electrophotograph', u'butadien', u'elast', u'rotat', u'close', u'rail', u'outer', u'toner', u'hing', u'surfac', u'circumferenti', u'member', u'urethan', u'circumfer']"
159,493,"[u'fold', u'dunnag', u'bifold', u'crumpl', u'door', u'gluer', u'gusset', u'tucker', u'pane', u'cigarett', u'blank', u'cardboard', u'window', u'carton', u'paperboard', u'lifter', u'unbroken', u'sheet', u'bag', u'creas', u'close', u'glu', u'panel', u'sash', u'folder', u'rail', u'paper', u'flap', u'open', u'drum', u'plung', u'roller', u'guid', u'along', u'move', u'glue', u'hing', u'edg', u'slide', u'movabl', u'web', u'motor', u'strip', u'posit', u'conveyor', u'seal', u'cut', u'drive', u'bisect', u'machin']"
160,24,"[u'aircraft', u'fuselag', u'wing', u'shredder', u'helmet', u'flight', u'aerodynam', u'fasten', u'mount', u'support', u'pylon', u'bracket', u'shred', u'attach', u'crusher', u'engag', u'rotat', u'spacecraft', u'reel', u'pivot', u'buckl', u'extend', u'member', u'airfram', u'end', u'stringer', u'assembl', u'hook', u'helicopt', u'lock', u'arm', u'land', u'posit', u'strap', u'airship', u'thrust', u'spool', u'cabin', u'clamp', u'propuls', u'comminut', u'parachut', u'secur', u'goggl', u'lift', u'missil', u'grind', u'forc', u'mechan', u'mill']"
161,26,"[u'mold', u'extrud', u'molten', u'materi', u'melt', u'extrus', u'thermoplast', u'preform', u'cure', u'parison', u'inject', u'form', u'resin', u'imprint', u'carburetor', u'fiber', u'blow', u'clamp', u'plastic', u'humidifi', u'manufactur', u'furnac', u'electrospin', u'solidifi', u'polym', u'caviti', u'produc', u'heat', u'pressur', u'shape', u'surfac', u'aerat', u'cool', u'articl', u'mould', u'sinter', u'workpiec', u'ceram', u'vise', u'nanofib', u'spinneret', u'die', u'have', u'press', u'liquid', u'powder', u'microcellular', u'damp', u'spring', u'step']"
162,27,"[u'sheet', u'roller', u'convei', u'feed', u'trai', u'convey', u'game', u'paper', u'casket', u'feeder', u'stack', u'nip', u'stacker', u'puzzl', u'seal', u'player', u'cremat', u'plai', u'blackjack', u'downstream', u'dealer', u'rotat', u'bundl', u'member', u'move', u'booklet', u'direct', u'cassett', u'gasket', u'shuffler', u'poker', u'dealt', u'fed', u'skew', u'card', u'switchback', u'posit', u'transport', u'shuffl', u'uppermost', u'jam', u'crap', u'chuck', u'multife', u'press', u'apparatu', u'deceas', u'win', u'roulett', u'path']"
163,21,"[u'wastewat', u'filtrat', u'weld', u'torch', u'water', u'osmosi', u'cook', u'etch', u'sludg', u'heat', u'remov', u'filter', u'oven', u'membran', u'bottl', u'laser', u'heater', u'plasma', u'backwash', u'arc', u'separ', u'workpiec', u'shelv', u'anaerob', u'glove', u'dialys', u'microwav', u'aerob', u'fluid', u'dialysi', u'chamber', u'contamin', u'influent', u'flow', u'liquid', u'crane', u'tank', u'outlet', u'surfac', u'rack', u'effluent', u'inlet', u'aerat', u'materi', u'welder', u'nitrif', u'open', u'skimmer', u'shelf', u'denitrif']"
164,22,"[u'dispens', u'stapl', u'lid', u'anvil', u'stapler', u'open', u'beverag', u'spout', u'contain', u'carton', u'surgic', u'closur', u'wall', u'drink', u'backpack', u'close', u'bottom', u'seal', u'bottl', u'extend', u'posit', u'end', u'top', u'cartridg', u'assembl', u'attach', u'engag', u'bodi', u'portion', u'flap', u'fasten', u'cap', u'weld', u'holster', u'valv', u'rim', u'member', u'cup', u'interior', u'bag', u'fold', u'pour', u'neck', u'tab', u'actuat', u'foldabl', u'hold', u'garment', u'handl', u'hing']"
165,23,"[u'card', u'reader', u'barcod', u'transact', u'cash', u'sprinkler', u'sprai', u'rfid', u'read', u'financi', u'bank', u'payment', u'nozzl', u'sprayer', u'account', u'credit', u'code', u'tag', u'ballot', u'thermostat', u'sale', u'checkout', u'smart', u'indicia', u'swipe', u'scanner', u'contactless', u'stripe', u'merchant', u'dispens', u'identif', u'debit', u'purchas', u'teller', u'autom', u'eir', u'symbolog', u'injector', u'shower', u'gift', u'monei', u'irrig', u'machin', u'decod', u'outlet', u'inform', u'author', u'cardhold', u'po', u'scan']"
166,28,"[u'airbag', u'wheel', u'hitch', u'inflat', u'stroller', u'vehicl', u'trailer', u'axl', u'cart', u'suspens', u'rear', u'skateboard', u'occup', u'steer', u'tow', u'ski', u'seat', u'wheelchair', u'scooter', u'rider', u'front', u'bicycl', u'snowboard', u'pivot', u'frame', u'caster', u'skate', u'dolli', u'assembl', u'mount', u'fold', u'handlebar', u'end', u'bracket', u'support', u'truck', u'ride', u'kingpin', u'member', u'cushion', u'extend', u'arm', u'attach', u'restraint', u'passeng', u'fork', u'engag', u'side', u'bag', u'connect']"
167,29,"[u'seat', u'vehicl', u'chair', u'backrest', u'reclin', u'headrest', u'door', u'assembl', u'wind', u'pivot', u'armrest', u'rear', u'mount', u'support', u'member', u'posit', u'end', u'turbin', u'bumper', u'seatback', u'latch', u'attach', u'extend', u'front', u'side', u'cushion', u'engag', u'portion', u'rotat', u'lock', u'frame', u'striker', u'roof', u'tailgat', u'bodi', u'open', u'mechan', u'move', u'back', u'passeng', u'manufactur', u'surfac', u'panel', u'floor', u'movabl', u'connect', u'form', u'rotor', u'cargo', u'upper']"
168,407,"[u'rake', u'cut', u'chipform', u'toolhold', u'mill', u'gash', u'insert', u'flank', u'tool', u'cutter', u'edg', u'pocket', u'throwawai', u'broach', u'bisector', u'corner', u'ridgelin', u'intersect', u'clamp', u'uppersid', u'holder', u'flute', u'face', u'obtus', u'abut', u'seat', u'peripher', u'imaginari', u'side', u'surfac', u'angl', u'clearanc', u'shim', u'screw', u'tangenti', u'shank', u'extend', u'inclin', u'protuber', u'workpiec', u'minor', u'axi', u'countersunk', u'bodi', u'ridg', u'chip', u'threadingli', u'artwork', u'convex', u'coolant']"
169,406,"[u'wristband', u'tradeshow', u'sign', u'airlock', u'lasso', u'signag', u'pneumat', u'banner', u'swatch', u'label', u'flatli', u'indicia', u'advertis', u'displai', u'billboard', u'panel', u'holder', u'attach', u'hang', u'poster', u'convei', u'merchandis', u'tab', u'edg', u'silo', u'extend', u'wearabl', u'support', u'secur', u'backer', u'transport', u'tag', u'creas', u'fluidiz', u'vend', u'flexibl', u'sealer', u'fold', u'band', u'shelf', u'printabl', u'assembl', u'hospit', u'mount', u'sheet', u'materi']"
170,405,"[u'pile', u'seab', u'offshor', u'sea', u'soil', u'pipelai', u'grout', u'revet', u'geogrid', u'buoyanc', u'gabion', u'culvert', u'jackup', u'underpin', u'backfil', u'geotextil', u'geomembran', u'foundat', u'underwat', u'lai', u'breakwat', u'pier', u'mse', u'underground', u'pipelin', u'pipe', u'water', u'geosynthet', u'cofferdam', u'napl', u'subsea', u'buoyant', u'anchor', u'storm', u'concret', u'tidal', u'viv', u'leve', u'excav', u'ocean', u'riser', u'barg', u'flood', u'river', u'rov', u'silt', u'dike', u'drill', u'instal', u'undersea']"
171,404,"[u'pave', u'screed', u'pavement', u'paver', u'road', u'manhol', u'roadwai', u'pothol', u'bollard', u'asphalt', u'compactor', u'concret', u'subgrad', u'flagston', u'slipform', u'trowel', u'fireplac', u'curb', u'caboos', u'roadb', u'dowel', u'slab', u'highwai', u'moldboard', u'guardrail', u'impenetr', u'vibratori', u'soil', u'jersei', u'barrier', u'gravel', u'finish', u'sidewalk', u'barricad', u'playground', u'stone', u'rebar', u'compact', u'civil', u'undercarriag', u'mat', u'roadsid', u'mill', u'lai', u'precast', u'surfac', u'ground', u'lethal', u'seepag']"
172,403,"[u'joint', u'engag', u'fasten', u'lock', u'ball', u'member', u'bolt', u'axial', u'shaft', u'pin', u'pivot', u'wedg', u'clamp', u'thread', u'stud', u'furnitur', u'end', u'extend', u'rotat', u'tighten', u'screw', u'assembl', u'insert', u'rod', u'togeth', u'bush', u'sleev', u'fit', u'connect', u'spline', u'radial', u'inner', u'socket', u'ring', u'quick', u'bear', u'abut', u'hole', u'connector', u'join', u'flang', u'mortis', u'collar', u'outer', u'recess', u'spring', u'posit', u'tenon', u'surfac']"
173,402,"[u'binder', u'leaf', u'licens', u'spine', u'loos', u'folder', u'ring', u'moldabl', u'bumper', u'close', u'page', u'prong', u'open', u'hing', u'indicia', u'halv', u'moveabl', u'hold', u'plate', u'retain', u'bind', u'bar', u'flap', u'secur', u'paper', u'tab', u'pivot', u'hous', u'back', u'holder', u'lock', u'snap', u'pocket', u'perman', u'fasten', u'decor', u'mechan', u'posit', u'member', u'elong', u'edg', u'interlock', u'attach', u'move', u'longitudin', u'advertis', u'finger', u'notch', u'mount']"
174,401,"[u'greet', u'pen', u'nib', u'toothbrush', u'cosmet', u'ballpoint', u'lipstick', u'dispens', u'mascara', u'pencil', u'toothpast', u'brush', u'bristl', u'reservoir', u'dentifric', u'applic', u'slideshow', u'refil', u'balm', u'squeezabl', u'cap', u'tip', u'care', u'eyelash', u'eyelin', u'contain', u'write', u'squeez', u'clean', u'mop', u'lotion', u'conceal', u'wiper', u'handl', u'spong', u'bodi', u'oral', u'carpent', u'card', u'barrel', u'condiment', u'wipe', u'open', u'head', u'squeege', u'spreadabl', u'retract', u'instrument', u'end', u'fluid']"
175,400,"[u'printer', u'print', u'platen', u'stenograph', u'ribbon', u'cutter', u'fanfold', u'paper', u'cassett', u'roller', u'keyboard', u'tape', u'roll', u'feed', u'cut', u'convei', u'sheet', u'slipperi', u'linerless', u'medium', u'convey', u'label', u'stepper', u'head', u'fed', u'retreat', u'mechan', u'transport', u'move', u'keystrok', u'ink', u'path', u'jam', u'record', u'guid', u'movabl', u'posit', u'keycap', u'direct', u'downstream', u'kei', u'spool', u'drive', u'rotat', u'tension', u'unwound', u'qwerti', u'media', u'support', u'unit']"
176,930,[]
177,409,"[u'spindl', u'tool', u'cutter', u'mill', u'machin', u'workpiec', u'cut', u'collet', u'shank', u'toolhold', u'plung', u'debur', u'holder', u'carv', u'rotat', u'chamfer', u'chuck', u'clamp', u'cnc', u'axi', u'work', u'rotari', u'head', u'coolant', u'shaft', u'axial', u'ax', u'burr', u'tooth', u'end', u'flank', u'move', u'hold', u'groov', u'mount']"
178,408,"[u'drill', u'flute', u'cut', u'shank', u'tool', u'arbor', u'countersink', u'spade', u'workpiec', u'reamer', u'countersunk', u'debur', u'chisel', u'bore', u'gullet', u'gash', u'hole', u'rake', u'spindl', u'cutter', u'axi', u'edg', u'axial', u'rotat', u'chuck', u'bit', u'bodi', u'insert', u'borderlin', u'diamet', u'saw', u'end', u'chip', u'collet', u'rotari', u'tip', u'machin', u'obtus', u'engag', u'ream', u'thread', u'pocket', u'holder', u'bush', u'helix', u'radial', u'counterbor', u'cylindr', u'guid', u'blade']"
179,82 ,"[u'lath', u'workpiec', u'cut', u'tool', u'machin', u'rake', u'cutter', u'shank', u'chuck', u'mill', u'rotat', u'axi', u'spindl', u'turn', u'head', u'coolant', u'blank', u'rotari', u'round', u'transvers', u'stock', u'bore', u'holder', u'axial', u'perpendicular', u'along', u'groov', u'radiu', u'rel', u'relief', u'ax', u'direct', u'blade', u'22', u'angl', u'move', u'21', u'23', u'edg', u'radial', u'surfac', u'insert', u'shaft', u'squar', u'rest', u'feed', u'circular', u'pocket', u'hold']"
180,379,"[u'call', u'caller', u'telephon', u'voic', u'ivr', u'parti', u'voicemail', u'telephoni', u'confer', u'dial', u'telecommun', u'phone', u'incom', u'servic', u'echo', u'subscrib', u'commun', u'messag', u'answer', u'calle', u'teleconfer', u'custom', u'rout', u'receiv', u'dtmf', u'pstn', u'associ', u'system', u'tone', u'network', u'particip', u'user', u'session', u'conferenc', u'prompt', u'ringback', u'audio', u'outbound', u'inform', u'voip', u'request', u'number', u'inbound', u'dialer', u'respons', u'identifi', u'pbx', u'dsl', u'cti', u'establish']"
181,378,"[u'rai', u'x', u'radiograph', u'ct', u'radiat', u'tomographi', u'detector', u'gantri', u'tomosynthesi', u'radiographi', u'collim', u'radiosurgeri', u'radiodynam', u'mammographi', u'radiotherapi', u'imag', u'beam', u'tomograph', u'irradi', u'fpd', u'reconstruct', u'orthovoltag', u'couch', u'dose', u'scanogram', u'kvp', u'xrf', u'sourc', u'scan', u'examin', u'patient', u'cbct', u'talbot', u'megavoltag', u'scatter', u'bucki', u'phantom', u'intrafract', u'laminographi', u'bitew', u'fluoroscop', u'compton', u'kilovoltag', u'bremsstrahlung', u'wehnelt', u'backproject', u'igrt', u'kev', u'inspect', u'object']"
182,371,"[u'snow', u'excav', u'lift', u'remov', u'arm', u'flat', u'rais', u'pivot', u'retain', u'slide', u'vertic', u'ground', u'bottom', u'cut', u'top', u'forc', u'equip']"
183,370,"[u'packet', u'network', u'wireless', u'commun', u'station', u'transmit', u'uplink', u'transmiss', u'node', u'protocol', u'downlink', u'traffic', u'alloc', u'receiv', u'messag', u'resourc', u'ue', u'channel', u'mobil', u'data', u'radio', u'inform', u'access', u'servic', u'multicast', u'ip', u'mac', u'router', u'rout', u'gatewai', u'send', u'bandwidth', u'destin', u'schedul', u'base', u'request', u'link', u'method', u'handov', u'ethernet', u'determin', u'subfram', u'system', u'address', u'multiplex', u'acknowledg', u'qo', u'termin', u'relai', u'establish']"
184,373,"[u'dredg', u'dredger', u'trencher', u'furnac', u'excav', u'dig', u'refractori', u'slag', u'boom', u'crucibl', u'brick', u'arc', u'melt', u'bucket', u'hydraul', u'graphit', u'soil', u'loosen', u'cutter', u'loader', u'underwat', u'molten']"
185,372,"[u'laser', u'lase', u'vcsel', u'wavelength', u'dbr', u'plow', u'clad', u'bragg', u'optic', u'reson', u'gain', u'tunabl', u'diod', u'grate', u'waveguid', u'semipolar', u'emit', u'snowplow', u'semiconductor', u'beam', u'quantum', u'mirror', u'light', u'dfb', u'puls', u'snow', u'caviti', u'oscil', u'qcl', u'facet', u'reflector', u'linewidth', u'mopa', u'etalon', u'intrapuls', u'qcw', u'intracav', u'mesa', u'brewster', u'caib', u'ld', u'ultrashort', u'fundament', u'mopo', u'fcpa', u'px3', u'superluminescen', u'emiss', u'amplifi', u'fabri']"
186,375,"[u'symbol', u'decod', u'signal', u'ofdm', u'encod', u'macroblock', u'estim', u'mimo', u'video', u'code', u'pictur', u'frequenc', u'demodul', u'precod', u'transmitt', u'quantiz', u'channel', u'bit', u'transmit', u'vector', u'receiv', u'constel', u'transmiss', u'subcarri', u'baseband', u'predict', u'pilot', u'data', u'multiplex', u'quadratur', u'antenna', u'error', u'stream', u'digit', u'codebook', u'clock', u'bitstream', u'phase', u'orthogon', u'interfer', u'divis', u'sequenc', u'coeffici', u'block', u'commun', u'valu', u'output', u'correl', u'filter', u'motion']"
187,374,"[u'thermomet', u'temperatur', u'thermocoupl', u'excav', u'thermal', u'sensor', u'measur', u'calorimet', u'thermistor', u'thermowel', u'vbe', u'bucket', u'pyromet', u'rtd', u'blackbodi', u'\u03b4vbe', u'heat', u'thermograph', u'probe', u'sens', u'thermographi', u'infrar', u'dipper', u'thermopil', u'calibr', u'ripper', u'heater', u'dew', u'dig', u'ptat']"
188,377,"[u'regist', u'shift', u'clock', u'prescal', u'stage', u'tenth', u'pull', u'ck', u'count', u'counter', u'output', u'gate', u'signal', u'transistor', u'puls', u'nth', u'ninth', u'ineffect', u'circuit', u'cascad', u'flop', u'malfunct', u'input', u'voltag', u'down', u'fourth', u'preced', u'node', u'reset', u'lsb', u'th', u'scan', u'termin', u'eighth', u'stabli', u'third', u'fifth', u'previou', u'drive', u'seventh', u'flip', u'unit', u'up', u'potenti', u'bootstrap', u'divid', u'charg', u'sequenti', u'toggl', u'turn']"
189,376,"[u'nuclear', u'neutron', u'reactor', u'fission', u'fissil', u'bwr', u'pwr', u'burnup', u'crdm', u'fuel', u'hwc', u'vver', u'transmut', u'lprm', u'deuteron', u'thimbl', u'radioisotop', u'coolant', u'radioact', u'cask', u'rod', u'plutonium', u'uranium', u'photoneutron', u'nuclid', u'vessel', u'spent', u'pebbl', u'boil', u'isotop', u'239', u'core', u'feedwat', u'actinid']"
190,605,"[u'stirl', u'piston', u'sma', u'cylind', u'crystallograph', u'martensit', u'austenit', u'hydraul', u'alloi', u'engin', u'booster', u'heat', u'brake', u'energi', u'isotherm', u'reciproc', u'turbocharg', u'fluid', u'master', u'actuat', u'pressur', u'thermal', u'supercharg', u'intercool', u'reservoir', u'thermodynam', u'thermoacoust', u'chamber', u'21b', u'cooler', u'intensifi', u'changeabl', u'compress', u'combust', u'motiv', u'ga', u'expand', u'shape', u'expans', u'work', u'crankcas', u'exchang', u'cool', u'harvest', u'pedal', u'buoyanc', u'drivingli', u'recoveri', u'displac', u'temperatur']"
191,708,"[u'operand', u'adder', u'multipli', u'expon', u'mantissa', u'significand', u'multiplicand', u'arithmet', u'decim', u'addend', u'fir', u'twiddl', u'cordic', u'nan', u'montgomeri', u'divisor', u'sum', u'bit', u'dividend', u'radix', u'iir', u'quotient', u'unnorm', u'fft', u'fma', u'float', u'hypercomplex', u'unround', u'choleski', u'finit', u'fpu', u'carryless', u'polynomi', u'random', u'fourier', u'number', u'galoi', u'bcd', u'input', u'subtract', u'butterfli', u'valu', u'subnorm', u'coeffici', u'output', u'trng', u'impuls', u'result', u'integ', u'simd']"
192,709,"[u'server', u'client', u'network', u'request', u'messag', u'servic', u'manag', u'comput', u'user', u'content', u'protocol', u'send', u'inform', u'session', u'resourc', u'commun', u'receiv', u'system', u'address', u'web', u'email', u'data', u'identifi', u'access', u'applic', u'associ', u'internet', u'ip', u'sent', u'mail', u'peer', u'recipi', u'proxi', u'store', u'browser', u'media', u'method', u'http', u'respons', u'host', u'file', u'remot', u'determin', u'node', u'establish', u'download', u'dn', u'avail', u'transmit', u'execut']"
193,704,"[u'speech', u'utter', u'languag', u'recognit', u'spoken', u'voic', u'audio', u'sentenc', u'text', u'phonem', u'grammar', u'phrase', u'word', u'pronunci', u'phonet', u'recogn', u'asr', u'dictionari', u'transcrib', u'linguist', u'dialog', u'celp', u'prosod', u'transcript', u'prosodi', u'decod', u'corpu', u'vocabulari', u'syllabl', u'speaker', u'speak', u'transliter', u'input', u'lexicon', u'model', u'translat', u'bilingu', u'encod', u'vocal', u'dialect', u'textual', u'syntact', u'lpc', u'grammat', u'morphem', u'unvoic', u'downmix', u'sound', u'codebook', u'mdct']"
194,705,"[u'financi', u'transact', u'payment', u'purchas', u'price', u'market', u'trade', u'sale', u'fund', u'account', u'merchant', u'custom', u'credit', u'insur', u'bid', u'seller', u'buyer', u'busi', u'offer', u'sell', u'institut', u'invest', u'advertis', u'system', u'auction', u'portfolio', u'trader', u'inform', u'item', u'comput', u'pai', u'loan', u'associ', u'onlin', u'servic', u'user', u'bui', u'commerc', u'retail', u'risk', u'investor', u'compani', u'fee', u'bill', u'consum', u'manag', u'inventori', u'databas', u'tax', u'asset']"
195,706,"[u'learn', u'model', u'train', u'neural', u'predict', u'rule', u'synaps', u'classifi', u'infer', u'probabl', u'synapt', u'bayesian', u'knowledg', u'classif', u'neuron', u'neuromorph', u'decis', u'comput', u'fuzzi', u'recommend', u'probabilist', u'data', u'causal', u'unlabel', u'algorithm', u'supermatrix', u'evolutionari', u'base', u'semant', u'score', u'behavior', u'expert', u'markov', u'bdd', u'anp', u'solver', u'stdp', u'set', u'determin', u'system', u'evalu', u'belief', u'graph', u'automaton', u'problem', u'identifi', u'ontolog', u'analysi', u'user', u'artifici']"
196,707,"[u'queri', u'search', u'databas', u'file', u'metadata', u'data', u'identifi', u'document', u'store', u'user', u'rank', u'comput', u'keyword', u'associ', u'retriev', u'system', u'relev', u'index', u'content', u'schema', u'inform', u'score', u'storag', u'manag', u'list', u'result', u'attribut', u'request', u'item', u'updat', u'repositori', u'creat', u'base', u'access', u'dedupl', u'determin', u'semant', u'term', u'set', u'method', u'tabl', u'directori', u'match', u'categori', u'program', u'backup', u'web', u'cluster', u'more', u'hierarch']"
197,700,"[u'robot', u'control', u'hvac', u'system', u'audio', u'oper', u'embroideri', u'model', u'zmp', u'determin', u'vend', u'autom', u'paramet', u'machin', u'calcul', u'sensor', u'humanoid', u'irrig', u'bipe', u'command', u'comput', u'process', u'recip', u'demand', u'microgrid', u'base', u'data', u'monitor', u'setpoint', u'store', u'actual', u'method', u'measur', u'program', u'optim', u'workpiec', u'thermostat', u'load', u'unit', u'energi', u'cnc', u'power', u'dispens', u'grid', u'manag', u'inform', u'tool', u'valu', u'manipul', u'time']"
